이름,유형,리뷰 수,주소,영업 시간,포장 및 반려동물 동반 가능 여부,메뉴
밀리옹,베이커리,319,서울 서초구 서초대로26길 19 상가 1층 101호,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '11:00 - 20:00'}, {'day': '수', 'hours': '11:00 - 20:00'}, {'day': '목', 'hours': '11:00 - 20:00'}, {'day': '금', 'hours': '11:00 - 20:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['소금빵', '치즈 치아바타', '호두크랜베리사워도우', '브리오슈 낭테르']"
라미스콘 방배점,"카페,디저트",181,서울 서초구 방배천로8길 19 1층,"[{'day': '매일', 'hours': '10:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['수플레치즈케이크 (와썹맨인정)', '딸기 수플레 치즈 케이크 (계절메뉴)', '(NEW) 빼낭시에', '글루텐프리 치즈케이크 라인']"
크리미숑,케이크전문,859,서울 서초구 남부순환로347길 48-11 1층 크리미숑,"[{'day': '월', 'hours': '11:30 - 18:30'}, {'day': '화', 'hours': '11:30 - 18:30'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '11:30 - 18:30'}, {'day': '금', 'hours': '11:30 - 18:30'}, {'day': '토', 'hours': '11:30 - 17:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['티아라케이크', '회사로고케이크', '퇴사케이크', '환갑케이크']"
심재 논현,"카페,디저트",161,서울 서초구 강남대로 545-15 1층,"[{'day': '월', 'hours': '09:30 - 22:00'}, {'day': '화', 'hours': '09:30 - 22:00'}, {'day': '수', 'hours': '09:30 - 22:00'}, {'day': '목', 'hours': '09:30 - 22:00'}, {'day': '금', 'hours': '09:30 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 20:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아몬드 크림 라떼', 'New 흑임자 라떼', '호지차 라떼', '오트 크림 라떼(Zero Sugar)']"
비스퀴테리 엠오,베이커리,323,서울 서초구 신반포로 176 신세계백화점 강남점 지하1층 스위트파크,"[{'day': '월', 'hours': '10:30 - 20:00'}, {'day': '화', 'hours': '10:30 - 20:00'}, {'day': '수', 'hours': '10:30 - 20:00'}, {'day': '목', 'hours': '10:30 - 20:00'}, {'day': '금', 'hours': '10:30 - 20:30'}, {'day': '토', 'hours': '10:30 - 20:30'}, {'day': '일', 'hours': '10:30 - 20:30'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['휘낭시에', '기프트 박스', '비스퀴 드 사보아', '팡 비']"
고스트요거트 교대본점,"카페,디저트",999,서울 서초구 서초중앙로20길 37 1층 고스트요거트,"[{'day': '월', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '화', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '수', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '목', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '금', 'hours': '10:00 - 19:30\n13:50 - 15:30 브레이크타임'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['HONEY SMALL(80g)', 'PLAIN SMALL(80g)', 'HONEY MEDIUM(140g)', 'PLAIN MEDIUM(140g)']"
인더야드,"카페,디저트",208,서울 서초구 방배천로2안길 50 1층 102호,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '12:00 - 22:00\n21:00 라스트오더'}, {'day': '수', 'hours': '12:00 - 22:00\n21:00 라스트오더'}, {'day': '목', 'hours': '12:00 - 22:00\n21:00 라스트오더'}, {'day': '금', 'hours': '12:00 - 22:00\n21:00 라스트오더'}, {'day': '토', 'hours': '12:30 - 22:00\n21:00 라스트오더'}, {'day': '일', 'hours': '13:00 - 19:00\n18:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['초콜렛 무스 케이크', '밤 티라미수(시즌메뉴, 포장x)', '피스타치오 티라미수', '야드슈페너']"
생각이나서 방배본점,"카페,디저트",540,서울 서초구 청두곶길 4 1층,"[{'day': '월', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '화', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '수', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '목', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '금', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '토', 'hours': '11:30 - 23:00\n22:30 라스트오더'}, {'day': '일', 'hours': '12:00 - 22:30\n22:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['크로플', '치아바타', '팬케이크', '딸기요거트스무디']"
카페다이나,카페,815,서울 서초구 마방로10길 5 태석빌딩 1층,"[{'day': '월', 'hours': '07:30 - 18:00'}, {'day': '화', 'hours': '07:30 - 18:00'}, {'day': '수', 'hours': '07:30 - 18:00'}, {'day': '목', 'hours': '07:30 - 18:00'}, {'day': '금', 'hours': '07:30 - 18:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '11:00 - 19:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['디카페인 커피', '커스텀요거트', '애플 시리얼 토스트', '누텔라 바나나 토스트']"
먼셀커피 서래마을점,"카페,디저트",428,서울 서초구 서래로6길 15,"[{'day': '매일', 'hours': '10:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['아메리카노 Americano']
호텔리어스커피 서초점,"카페,디저트",315,서울 서초구 서초중앙로 63-8 1층 호텔리어스커피,"[{'day': '월', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:00\n19:30 라스트오더'}, {'day': '토', 'hours': '10:00 - 18:30\n18:00 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['컨시어지 라떼', '바나나 브레드', '호텔리어스 브라우니', 'Insomnia Cookie']"
장티크(J`antique),베이커리,762,서울 서초구 서초대로64길 50,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '정기휴무 (매주 화요일)'}, {'day': '수', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '목', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '금', 'hours': '10:00 - 20:00\n19:00 라스트오더'}, {'day': '토', 'hours': '10:00 - 18:00\n17:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 18:00\n17:00 라스트오더'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['초코바게트', '잠봉뵈르', '프로슈토 루꼴라', '버터프레첼']"
파리바게뜨 카페신사점,베이커리,999,서울 서초구 강남대로 603,"[{'day': '월', 'hours': '06:00 - 23:00'}, {'day': '화', 'hours': '06:00 - 23:00'}, {'day': '수', 'hours': '06:00 - 23:00'}, {'day': '목', 'hours': '06:00 - 23:00'}, {'day': '금', 'hours': '06:00 - 23:00'}, {'day': '토', 'hours': '07:00 - 23:00'}, {'day': '일', 'hours': '07:00 - 23:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['그린 샐러드(80g)', 'BIG 아이스아메리카노', '시그니처 우유 생크림케이크_(15cm)', '아이스아메리카노']"
백록담디저트작업실,케이크전문,999,서울 서초구 양재천로13길 24 1층,"[{'day': '월', 'hours': '09:00 - 17:30'}, {'day': '화', 'hours': '09:00 - 17:30'}, {'day': '수', 'hours': '09:00 - 17:30'}, {'day': '목', 'hours': '09:00 - 17:30'}, {'day': '금', 'hours': '09:00 - 17:30'}, {'day': '토', 'hours': '09:00 - 16:30'}, {'day': '일', 'hours': '09:00 - 16:30'}]","{'포장 가능': True, '반려동물 동반 가능': False}",['레터링케이크']
율목커피,"카페,디저트",873,서울 서초구 방배천로8길 26 율목커피,"[{'day': '월', 'hours': '10:00 - 22:00'}, {'day': '화', 'hours': '10:00 - 22:00'}, {'day': '수', 'hours': '정기휴무 (매주 수요일)'}, {'day': '목', 'hours': '10:00 - 22:00'}, {'day': '금', 'hours': '10:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['율목커피 (Hot/Ice)', '야끼소바 빵', '커스타드 푸딩', '말차 푸딩']"
카페드리옹 서래마을입구점,카페,999,서울 서초구 서래로 47 1층 카페 드 리옹,"[{'day': '매일', 'hours': '08:00 - 23:00\n22:50 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['플레인 스콘(1EA)', '헤이즐넛카라멜 에끌레어(피스(Piece))', '바닐라 밀푀유(피스(Piece))', '마롱 밀푀유(피스(Piece))']"
Three of Cups,"카페,디저트",900,서울 서초구 서초대로74길 45 엔데버타워 1층,"[{'day': '월', 'hours': '10:00 - 19:00'}, {'day': '화', 'hours': '10:00 - 19:00'}, {'day': '수', 'hours': '10:00 - 19:00'}, {'day': '목', 'hours': '10:00 - 19:00'}, {'day': '금', 'hours': '10:00 - 19:00'}, {'day': '토', 'hours': '10:00 - 19:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['핸드드립커피', '더치아메리카노', '더치라떼', '더치바닐라라떼']"
스티머스 팩토리샵,"카페,디저트",284,서울 서초구 서초대로41길 19 101호,"[{'day': '월', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '화', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '수', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '목', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '금', 'hours': '08:00 - 19:00\n18:30 라스트오더'}, {'day': '토', 'hours': '09:00 - 20:00\n19:30 라스트오더'}, {'day': '일', 'hours': '09:00 - 20:00\n19:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['커피푸딩+비스코티', '필터커피', '플랫화이트', '크림라떼']"
스타벅스 강남서초초교점,카페,999,"서울 서초구 서초대로77길 27 유빌딩 1,2층 (서초동)","[{'day': '월(11/11)', 'hours': '정보 없음'}, {'day': '화(11/12)', 'hours': '정보 없음'}, {'day': '수(11/13)', 'hours': '정보 없음'}, {'day': '목(11/14)', 'hours': '정보 없음'}, {'day': '금(11/15)', 'hours': '정보 없음'}, {'day': '토(11/16)', 'hours': '정보 없음'}, {'day': '일(11/17)', 'hours': '정보 없음'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['카페 아메리카노', '토피 넛 라떼', '스타벅스 딸기 라떼', '골든 캐모마일 릴렉서']"
가리게트 강남점,"카페,디저트",337,서울 서초구 신반포로 176 신세계 강남점 지하1층 스위트파크,"[{'day': '월', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '10:30 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '토', 'hours': '10:30 - 20:30\n20:00 라스트오더'}, {'day': '일', 'hours': '10:30 - 20:30\n20:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['나폴레옹', '무화과', '샤인 머스캣', '크림 디럭스']"
서래마을 호두파이,베이커리,239,서울 서초구 동광로39길 68 1층,"[{'day': '월', 'hours': '10:00 - 21:00'}, {'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '10:00 - 21:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['호두파이', '호두파이', '호두파이', '코코넛파이']"
누볼라 강남,아이스크림,533,서울 서초구 강남대로53길 12 솔라티움시티 3층 307호,"[{'day': '월', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '화', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '수', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '목', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '금', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '토', 'hours': '12:00 - 22:00\n21:50 라스트오더'}, {'day': '일', 'hours': '12:00 - 22:00\n21:50 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['Small . 420cc (3가지맛)', '젤라또 컵', 'Medium . 600cc (4가지맛)', 'Small . 420cc (3가지맛)']"
잇더케이크,"카페,디저트",103,서울 서초구 방배로8길 10-7 1층 101호,"[{'day': '월', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '화', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '수', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '목', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '금', 'hours': '09:00 - 17:00\n16:55 라스트오더'}, {'day': '토', 'hours': '09:00 - 16:00\n15:55 라스트오더'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': True}",['주문제작케이크']
어니스크 서초점,베이커리,688,서울 서초구 서초대로53길 24 지앤지빌딩 1층,"[{'day': '월', 'hours': '10:00 - 21:00'}, {'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '09:00 - 21:00'}, {'day': '일', 'hours': '09:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['젤라또빙수1인분', '무화과케익', '카카오호두케익', '사과케익']"
투썸플레이스 CJENM커머스부문점,카페,371,서울 서초구 과천대로 870-13 CJENM커머스부문 지하1층 투썸플레이스,"[{'day': '월', 'hours': '07:30 - 21:00'}, {'day': '화', 'hours': '07:30 - 21:00'}, {'day': '수', 'hours': '07:30 - 21:00'}, {'day': '목', 'hours': '07:30 - 21:00'}, {'day': '금', 'hours': '07:30 - 21:00'}, {'day': '토', 'hours': '08:00 - 18:00'}, {'day': '일', 'hours': '08:00 - 18:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['아메리카노', '라떼', '콜드브루', '그린티 라떼']"
카페고고스 서초점,"카페,디저트",999,서울 서초구 효령로 356 1층,"[{'day': '월', 'hours': '09:00 - 21:00'}, {'day': '화', 'hours': '09:00 - 21:00'}, {'day': '수', 'hours': '09:00 - 21:00'}, {'day': '목', 'hours': '09:00 - 21:00'}, {'day': '금', 'hours': '09:00 - 22:00'}, {'day': '토', 'hours': '09:00 - 22:00'}, {'day': '일', 'hours': '09:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['눈꽃빙수', '꿀가래떡구이', '단팥빵', '단팥죽 (계절메뉴)']"
카페 서리풀,"카페,디저트",595,서울 서초구 반포대로28길 39 선우빌딩 1층,"[{'day': '월', 'hours': '08:00 - 22:00'}, {'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '11:00 - 16:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['[패스오더전용] 100원 아메리카노', '서리풀 샌드위치', '닭가슴 샌드위치', '아메리카노']"
엔터하츠,카페,569,서울 서초구 동광로 11 빈센트빌딩 1층,"[{'day': '월', 'hours': '08:00 - 22:00'}, {'day': '화', 'hours': '08:00 - 22:00'}, {'day': '수', 'hours': '08:00 - 22:00'}, {'day': '목', 'hours': '08:00 - 22:00'}, {'day': '금', 'hours': '08:00 - 22:00'}, {'day': '토', 'hours': '08:00 - 22:00'}, {'day': '일', 'hours': '08:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['롱블랙', '플랫화이트', '레몬톡', '청포도주스']"
나폴레옹과자점 뉴코아아울렛 강남점,베이커리,517,서울 서초구 잠원로 51 뉴코아아울렛 3관 1층,"[{'day': '월', 'hours': '08:30 - 22:00'}, {'day': '화', 'hours': '08:30 - 22:00'}, {'day': '수', 'hours': '08:30 - 22:00'}, {'day': '목', 'hours': '08:30 - 22:00'}, {'day': '금', 'hours': '08:30 - 22:00'}, {'day': '토', 'hours': '08:30 - 22:00'}, {'day': '일', 'hours': '08:30 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['구로칸토 슈니탱', '다크비쇼', '녹차롤 케이크', '고소한맛 사라다빵']"
커피랑도서관 교대역점,스터디카페,266,서울 서초구 서초중앙로24길 35 4층,"[{'day': '매일', 'hours': '00:00 - 24:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['4주24시간', '4주(08~23시,주말포함)', '2주(24시간)', '2주(08~23시,주말포함)']"
파이브브루잉,"카페,디저트",312,서울 서초구 서초대로27길 15,"[{'day': '매일', 'hours': '09:00 - 22:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아메리카노', '라떼', '스쿼럴 라떼', '디카페인 아메리카노']"
피그커피 교대점,"카페,디저트",336,서울 서초구 사임당로17길 123 1층,"[{'day': '월', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '화', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '수', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '목', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '금', 'hours': '08:00 - 20:30\n20:00 라스트오더'}, {'day': '토', 'hours': '08:00 - 18:00\n17:30 라스트오더'}, {'day': '일', 'hours': '08:00 - 18:00\n17:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['아메리카노(고소)', '소금빵', '카페라떼', '아메리카노(신맛)']"
그리시노,"카페,디저트",74,서울 서초구 남부순환로 2406 오페라하우스 2층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '수', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '목', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '금', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '토', 'hours': '10:00 - 22:00\n21:15 라스트오더'}, {'day': '일', 'hours': '10:00 - 22:00\n21:15 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['에스프레소', 'Caffe Arancia 아란치아', 'Tealike 티라이크 _시그니처', 'Aha Latte 아하라떼_시그니처']"
팥붕슈붕 신세계 센트럴시티,베이커리,999,서울 서초구 신반포로 176 신세계 센트럴시티 승차홈 5번 앞 매장,"[{'day': '매일', 'hours': '08:30 - 21:30'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['팥붕슈붕 10개 (팥, 슈크림맛)', '팥붕슈붕 10개 (4가지맛 섞어서)', '팥붕슈붕 10개(애플시나몬, 누텔라)', '팥붕슈붕 20개 (4가지 맛 섞어서)']"
리플렉트커피 로스터스 양재점,"카페,디저트",628,서울 서초구 효령로72길 57 E동 101호,"[{'day': '월', 'hours': '08:00 - 18:30'}, {'day': '화', 'hours': '08:00 - 18:30'}, {'day': '수', 'hours': '08:00 - 18:30'}, {'day': '목', 'hours': '08:00 - 18:30'}, {'day': '금', 'hours': '08:00 - 18:30'}, {'day': '토', 'hours': '정기휴무 (매주 토요일)'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': True}","['아메리카노', '안녕!헤이즐', '르벵쿠키', '큐브라떼']"
한스 서초점,카페,312,서울 서초구 서초대로64길 55,"[{'day': '월', 'hours': '10:00 - 21:00'}, {'day': '화', 'hours': '10:00 - 21:00'}, {'day': '수', 'hours': '10:00 - 21:00'}, {'day': '목', 'hours': '10:00 - 21:00'}, {'day': '금', 'hours': '10:00 - 21:00'}, {'day': '토', 'hours': '10:00 - 21:00'}, {'day': '일', 'hours': '10:00 - 19:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['고구마', '딸기생크림', '초코딸기생크림', '가나슈 초콜릿']"
브리즈커피,"카페,디저트",999,서울 서초구 마방로 2 가인빌딩 1층 브리즈커피,"[{'day': '월', 'hours': '10:00 - 22:00'}, {'day': '화', 'hours': '10:00 - 22:00'}, {'day': '수', 'hours': '10:00 - 22:00'}, {'day': '목', 'hours': '10:00 - 22:00'}, {'day': '금', 'hours': '10:00 - 22:00'}, {'day': '토', 'hours': '10:00 - 22:00'}, {'day': '일', 'hours': '10:30 - 21:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['브리즈라떼', '브리즈베리', '알룰로스 토마토 주스', '아메리카노']"
리퍼블릭 오브 블루,"카페,디저트",371,서울 서초구 방배로16길 10 1층,"[{'day': '월', 'hours': '정기휴무 (매주 월요일)'}, {'day': '화', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 21:00\n20:30 라스트오더'}, {'day': '토', 'hours': '12:00 - 21:00\n20:30 라스트오더'}, {'day': '일', 'hours': '12:00 - 21:00\n20:30 라스트오더'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['에스프레소', '아메리카노', '카페 라떼', '플랫 화이트']"
달콤커피 교대역점,카페,999,서울 서초구 서초중앙로 130 1층 달콤커피,"[{'day': '매일', 'hours': '08:00 - 21:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['홍시 요거트 라떼 R', '리얼 홍시 주스 L', '스트로베리 요거트 R', '(H) 프렌치 마롱 카페라떼 R']"
투썸플레이스 반포대로점,카페,999,서울 서초구 반포대로 300 1층,"[{'day': '월', 'hours': '07:00 - 23:00'}, {'day': '화', 'hours': '07:00 - 23:00'}, {'day': '수', 'hours': '07:00 - 23:00'}, {'day': '목', 'hours': '07:00 - 23:00'}, {'day': '금', 'hours': '07:00 - 23:00'}, {'day': '토', 'hours': '08:00 - 23:00'}, {'day': '일', 'hours': '08:00 - 23:00'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아메리카노', '스트로베리초코생크림']"
앤스카페,"카페,디저트",999,서울 서초구 방배선행길 12 1층,"[{'day': '월', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '화', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '수', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '목', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '금', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '토', 'hours': '09:00 - 19:00\n18:30 라스트오더'}, {'day': '일', 'hours': '09:00 - 19:00\n18:30 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['Ns 플레이트', '두부낫또샐러드', '흑임자라떼', '쑥절미프라페']"
폼즈케이크샵,케이크전문,169,서울 서초구 논현로31길 56 103호 폼즈케이크샵,"[{'day': '월', 'hours': '11:00 - 19:00'}, {'day': '화', 'hours': '11:00 - 19:00'}, {'day': '수', 'hours': '11:00 - 19:00'}, {'day': '목', 'hours': '11:00 - 19:00'}, {'day': '금', 'hours': '11:00 - 19:00'}, {'day': '토', 'hours': '11:00 - 19:00'}, {'day': '일', 'hours': '11:00 - 19:00'}]","{'포장 가능': True, '반려동물 동반 가능': True}",['주문제작케이크']
스타벅스 양재역점,카페,999,서울 서초구 강남대로 202 (양재동) 모산빌딩,"[{'day': '월(11/11)', 'hours': '07:00 - 22:00'}, {'day': '화(11/12)', 'hours': '07:00 - 22:00'}, {'day': '수(11/13)', 'hours': '07:00 - 22:00'}, {'day': '목(11/14)', 'hours': '07:00 - 22:00'}, {'day': '금(11/15)', 'hours': '07:00 - 22:00'}, {'day': '토(11/16)', 'hours': '07:00 - 22:00'}, {'day': '일(11/17)', 'hours': '08:00 - 21:00'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['토피 넛 라떼', '스타벅스 딸기 라떼', '골든 캐모마일 릴렉서', '산타 베어리스타 케이크']"
베이크더샵 신세계백화점 강남점,베이커리,725,서울 서초구 신반포로 176 신세계백화점 지하 1층,"[{'day': '정보 없음', 'hours': '정보 없음'}]","{'포장 가능': False, '반려동물 동반 가능': False}","['NEW [치즈타르트] 5입', 'NEW [얼그레이] 치즈 타르트', 'NEW (라플) [고구마] 애플파이', '갓 구운 치즈타르트']"
타이거슈가 강남고속터미널점,"카페,디저트",999,서울 서초구 신반포로 194 1층,"[{'day': '월', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '화', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '수', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '목', 'hours': '10:00 - 20:00\n19:30 라스트오더'}, {'day': '금', 'hours': '10:00 - 22:30\n22:00 라스트오더'}, {'day': '토', 'hours': '10:00 - 22:30\n22:00 라스트오더'}, {'day': '일', 'hours': '10:00 - 21:30\n21:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['흑당 버블 밀크티', '우롱 밀크티', '크림치즈 흑당 밀크티', '흑당 크림 카페라떼']"
파브360,"카페,디저트",312,서울 서초구 사평대로52길 12 1층 & 지하,"[{'day': '월', 'hours': '08:30 - 21:00'}, {'day': '화', 'hours': '08:30 - 21:00'}, {'day': '수', 'hours': '08:30 - 21:00'}, {'day': '목', 'hours': '08:30 - 21:00'}, {'day': '금', 'hours': '08:30 - 21:00'}, {'day': '토', 'hours': '09:30 - 21:00'}, {'day': '일', 'hours': '정기휴무 (매주 일요일)'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['아메리카노', '수제청 자몽 에이드', '바질햄치즈 샌드위치', '데리야끼 치킨 샌드위치']"
곤트란쉐리에 뉴코아아울렛 강남점,베이커리,390,서울 서초구 잠원로 51 뉴코아아울렛 2관 1층,"[{'day': '월', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '화', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '수', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '목', 'hours': '08:30 - 21:00\n20:30 라스트오더'}, {'day': '금', 'hours': '08:30 - 21:30\n21:00 라스트오더'}, {'day': '토', 'hours': '08:30 - 21:30\n21:00 라스트오더'}, {'day': '일', 'hours': '08:30 - 21:30\n21:00 라스트오더'}]","{'포장 가능': True, '반려동물 동반 가능': False}","['소금버터빵', '크루아상', '크로와상에멘탈샌드위치', '뺑 오 쇼콜라']"
